Month-Year;Postal Code 2 digits;Country of Destination;Dangerous Goods;KG2;Planning;Starting Point
1;20;BE;DG;2885.993417;MTO;CH01
1;12;CH;DG;73.42052911;MTO;CH01
1;12;CH;nonDG;1530.345379;MTO;CH01
1;12;CH;DG;1506.665701;MTO;CH01
1;12;CH;nonDG;157.5291465;MTO;CH01
1;44;FR;nonDG;60.61483675;MTO;CH01
1;TA;GB;DG;122.8911109;MTO;CH01
1;Ireland;IE;nonDG;320.3367178;MTO;CH01
1;41;DK;DG;22.11934212;MTO;CH01
1;99;BE;nonDG;314.2291984;MTO;CH01
1;12;CH;nonDG;592.653081;MTO;CH01
1;12;CH;nonDG;398.343884;MTO;CH01
1;12;CH;DG;167.5644195;MTO;CH01
1;12;CH;nonDG;30.81766945;MTO;CH01
1;12;CH;DG;3.378104456;MTO;CH01
1;12;CH;nonDG;0.093058724;MTO;CH01
1;13;BE;DG;38.44514273;MTO;CH01
1;0;PickUp;DG;0.105907618;MTO;CH00
1;0;PickUp;DG;34.55082436;MTO;CH00
1;0;PickUp;nonDG;30.93642556;MTO;CH00
1;0;PickUp;DG;9.819605173;MTO;CH00
1;0;PickUp;nonDG;0.471259711;MTO;CH00
1;0;PickUp;DG;1.249347948;MTO;CH00
1;0;PickUp;nonDG;3.252928571;MTO;CH00
1;0;PickUp;nonDG;0.199419462;MTO;CH01
1;0;PickUp;DG;43.29737963;MTO;CH01
1;0;PickUp;nonDG;5.240592854;MTO;CH01
1;0;PickUp;nonDG;1.361437914;MTO;CH01
1;0;PickUp;DG;24.66444093;MTO;CH01
1;0;PickUp;DG;0.800806243;MTO;CH01
1;0;PickUp;DG;0.733098318;MTO;CH01
1;0;PickUp;nonDG;6.281654611;MTO;CH01
1;12;CH;nonDG;0.150596488;MTO;CH01
1;0;PickUp;nonDG;0.164906217;MTO;CH00
1;0;PickUp;DG;7.196815124;MTO;CH00
1;0;PickUp;nonDG;0.735701215;MTO;CH00
1;0;PickUp;DG;99.99768949;MTO;CH00
1;0;PickUp;nonDG;189.4733239;MTO;CH00
1;0;PickUp;DG;5.397567259;MTO;CH01
1;0;PickUp;DG;2.999801638;MTO;CH01
1;0;PickUp;DG;29.75203018;MTO;CH01
1;0;PickUp;DG;12.98062287;MTO;CH01
1;0;PickUp;DG;12.8333334;MTO;CH01
1;0;PickUp;DG;13.20200156;MTO;CH01
1;0;PickUp;DG;3.536826528;MTO;CH01
1;0;PickUp;DG;136.6876319;MTO;CH01
1;0;PickUp;DG;3.230058344;MTO;CH01
1;0;PickUp;DG;0.480603383;MTO;CH01
1;0;PickUp;DG;24.31656761;MTO;CH01
1;0;PickUp;DG;56.38928834;MTO;CH01
1;0;PickUp;nonDG;11.7101414;MTO;CH01
1;0;PickUp;nonDG;0.327885855;MTO;CH01
1;0;PickUp;DG;191.9928379;MTO;CH01
1;41;TR;DG;807.6767076;MTO;CH00
1;41;TR;DG;407.5897804;MTO;CH00
1;41;TR;DG;9660.67501;MTO;CH00
1;41;TR;DG;4402.278993;MTO;CH00
1;41;TR;DG;187.5005234;MTO;CH00
1;41;TR;DG;509.4475721;MTO;CH00
1;41;TR;nonDG;6782.751445;MTO;CH00
1;41;TR;DG;621.3806461;MTO;CH00
1;41;TR;DG;1706.344448;MTO;CH00
1;41;TR;DG;1512.992238;MTO;CH00
1;41;TR;DG;14471.17763;MTO;CH00
1;30;ES;nonDG;732.5880969;MTO;CH00
1;89;IT;DG;22.53774552;MTO;CH00
1;28;IT;nonDG;164.0914787;MTO;CH00
1;50;IT;nonDG;14.9763841;MTS;CH00
1;30;ES;nonDG;164.4441693;MTO;CH00
1;8;ES;DG;224.8066366;MTO;CH00
1;20;IT;nonDG;1.115049636;MTO;CH00
1;20;IT;nonDG;1.492736198;MTO;CH00
1;20;IT;DG;15.92860228;MTS;CH00
1;20;IT;DG;31.88404022;MTO;CH00
1;20;IT;DG;5.963226821;MTS;CH00
1;20;IT;nonDG;26.45621056;MTO;CH00
1;20;IT;DG;21.01435472;MTO;CH00
1;20;IT;nonDG;235.8467441;MTO;CH00
1;20;IT;nonDG;98.64719719;MTO;CH00
1;27;FR;DG;16.4095989;MTO;CH00
1;27;FR;DG;55.45653907;MTO;CH00
1;27;FR;DG;883.8789438;MTO;CH00
1;27;FR;DG;225.8758466;MTO;CH00
1;6;FR;DG;40.56812183;MTS;CH00
1;6;FR;DG;138.5725811;MTO;CH00
1;78;FR;DG;4.277674077;MTO;CH00
1;78;FR;nonDG;6.373972081;MTO;CH00
1;78;FR;nonDG;6.190489827;MTO;CH00
1;78;FR;DG;219.2090378;MTO;CH00
1;78;FR;DG;263.9011775;MTO;CH00
1;60;FR;DG;114.8517078;MTO;CH00
1;60;FR;nonDG;6.946893712;MTO;CH00
1;60;FR;DG;67.43984854;MTO;CH00
1;60;FR;DG;12.396006;MTO;CH00
1;60;FR;DG;1143.079311;MTO;CH00
1;60;FR;nonDG;2.209274982;MTO;CH00
1;26;IT;nonDG;8.024802827;MTO;CH00
1;5;PL;nonDG;0.935229475;MTO;CH00
1;12;CH;DG;60.25724679;MTO;CH00
1;12;CH;DG;3.495224332;MTO;CH00
1;12;CH;nonDG;277.7724359;MTO;CH00
1;12;CH;DG;5.946162916;MTO;CH00
1;TN;GB;DG;4.901681436;MTS;CH00
1;82;DE;nonDG;183.4049497;MTO;CH00
1;6;FR;nonDG;8.312221305;MTO;CH00
1;67;DE;DG;227.1003269;MTO;CH00
1;67;DE;nonDG;2.826369452;MTO;CH00
1;67;DE;nonDG;508.5391279;MTO;CH00
1;0;PickUp;DG;4.986554124;MTO;CH00
1;20;BE;DG;1045.199508;MTO;CH00
1;20;BE;DG;1387.394257;MTO;CH00
1;20;BE;DG;259.7251321;MTO;CH00
1;80;FR;nonDG;144.4491108;MTO;CH00
1;80;FR;DG;147.4382484;MTO;CH00
1;34;TR;DG;326.2479924;MTO;CH00
1;34;TR;DG;20.25503535;MTO;CH00
1;41;TR;DG;220.9776799;MTO;CH00
1;34;TR;DG;2384.426968;MTO;CH00
1;43;HU;DG;1080.292553;MTO;CH00
1;28;HU;nonDG;1725.712619;MTO;CH00
1;28;HU;nonDG;2076.937885;MTO;CH00
1;28;HU;nonDG;719.8649499;MTO;CH00
1;28;HU;nonDG;445.3374849;MTO;CH00
1;28;HU;DG;292.2252913;MTO;CH00
1;28;HU;DG;1670.765833;MTO;CH00
1;10;DE;DG;1799.53106;MTO;CH00
1;10;DE;DG;1241.473488;MTO;CH00
1;44;CH;DG;230.5639867;MTO;CH00
1;47;DE;DG;1905.465402;MTO;CH00
1;2;DE;nonDG;916.544133;MTO;CH00
1;2;DE;DG;49.56910691;MTO;CH00
1;41;DE;DG;476.079443;MTO;CH00
1;33;DE;DG;29.64704468;MTO;CH00
1;10;IT;DG;272.1884691;MTS;CH00
1;24;IT;DG;238.9328984;MTO;CH00
1;24;IT;DG;131.3544031;MTO;CH00
1;24;IT;DG;328.2184901;MTS;CH00
1;24;IT;DG;142.4559088;MTO;CH00
1;24;IT;DG;81.19337295;MTO;CH00
1;24;IT;DG;34.16924984;MTS;CH00
1;24;IT;DG;211.3766282;MTS;CH00
1;24;IT;DG;116.4382;MTS;CH00
1;40;IT;DG;453.4765017;MTO;CH00
1;40;IT;DG;252.5617354;MTO;CH00
1;40;IT;DG;103.7081787;MTO;CH00
1;20;IT;DG;24.97034558;MTO;CH00
1;WN;GB;DG;74.37974638;MTO;CH00
1;DE;GB;DG;194.3873763;MTO;CH00
1;DE;GB;DG;212.8789799;MTO;CH00
1;DE;GB;DG;208.8755985;MTO;CH00
1;36;NL;DG;483.7883071;MTO;CH00
1;36;NL;DG;99.51375093;MTO;CH00
1;36;NL;DG;205.0769215;MTO;CH00
1;20;IT;DG;746.9397284;MTO;CH00
1;20;IT;DG;1133.392053;MTO;CH00
1;20;IT;DG;237.9889165;MTO;CH00
1;20;IT;DG;622.2060325;MTO;CH00
1;20;IT;DG;1296.566066;MTO;CH00
1;20;IT;DG;146.6599515;MTO;CH00
1;20;IT;DG;700.8813878;MTO;CH00
1;20;IT;DG;1434.823214;MTO;CH00
1;20;IT;DG;1731.134123;MTO;CH00
1;20;IT;DG;2000.29792;MTS;CH00
1;27;FR;DG;161.9181441;MTO;CH00
1;64;NL;DG;16.09752319;MTO;CH00
1;30;IT;DG;581.2549481;MTO;CH00
1;LS;GB;DG;181.2162349;MTS;CH00
1;26;IT;DG;1097.736311;MTS;CH00
1;27;FR;DG;1300.667843;MTO;CH00
1;57;FR;DG;718.5704488;MTO;CH00
1;57;FR;DG;1418.363215;MTO;CH00
1;57;FR;DG;105.539113;MTO;CH00
1;45;FR;DG;576.1361823;MTO;CH00
1;45;FR;DG;142.6372084;MTO;CH00
1;45;FR;DG;272.4674702;MTO;CH00
1;78;FR;DG;31.88139838;MTO;CH00
1;78;FR;DG;38.59288416;MTO;CH00
1;14;FR;DG;25.82534171;MTO;CH00
1;14;FR;DG;19.61456428;MTO;CH00
1;14;FR;DG;46.59962224;MTO;CH00
1;8;ES;DG;50.09652555;MTO;CH00
1;8;ES;DG;75.274307;MTO;CH00
1;8;ES;DG;534.9402232;MTO;CH00
1;37;NL;DG;225.1429923;MTO;CH00
1;29;FR;DG;20.4657711;MTO;CH00
1;95;FR;DG;28.18798985;MTO;CH00
1;4;IT;DG;137.1480157;MTO;CH00
1;80;FR;DG;1110.008713;MTO;CH00
1;43;ES;DG;61.05667762;MTO;CH00
1;43;ES;DG;30.86578686;MTO;CH00
1;6;ES;DG;1247.091181;MTO;CH00
1;21;IT;DG;75.88165291;MTO;CH00
1;21;IT;DG;83.33940472;MTO;CH00
1;21;IT;DG;54.0905902;MTO;CH00
1;21;IT;DG;164.4883508;MTO;CH00
1;40;IT;DG;101.6776799;MTO;CH00
1;42;IT;DG;90.28042276;MTO;CH00
1;10;IT;DG;44.97168708;MTO;CH00
1;20;IT;DG;18.22127976;MTO;CH00
1;2;FR;DG;164.1069978;MTO;CH00
1;2;FR;DG;209.2064705;MTO;CH00
1;2;FR;DG;281.5021507;MTO;CH00
1;2;FR;DG;78.05745501;MTO;CH00
1;24;IT;DG;126.7074384;MTO;CH00
1;24;IT;DG;265.0490005;MTO;CH00
1;77;FR;DG;129.8748141;MTO;CH00
1;77;FR;DG;181.7730422;MTO;CH00
1;78;FR;DG;7143.571378;MTS;CH00
1;78;FR;DG;2772.308433;MTS;CH00
1;76;FR;DG;243.9395674;MTO;CH00
1;48;IT;DG;857.7996387;MTO;CH00
1;27;FR;DG;16.44162068;MTO;CH00
1;27;FR;nonDG;25.49782068;MTO;CH00
1;28;ES;DG;550.3117539;MTO;CH00
1;75;FR;DG;34.32910993;MTO;CH00
1;75;FR;DG;25.35624361;MTO;CH00
1;75;FR;DG;22.46185878;MTO;CH00
1;19;ES;DG;1011.602646;MTO;CH00
1;19;ES;DG;35.46678081;MTO;CH00
1;19;ES;DG;58.50293323;MTO;CH00
1;19;ES;DG;120.6864418;MTO;CH00
1;20;IT;DG;622.3230897;MTO;CH00
1;82;NL;DG;14.81581935;MTO;CH00
1;47;SM;DG;72.04097762;MTO;CH00
1;21;PT;DG;158.6705477;MTO;CH00
1;21;PT;DG;215.1412936;MTO;CH00
1;43;IT;DG;3924.179936;MTO;CH00
1;97;PL;DG;86.40215881;MTO;CH00
1;97;PL;DG;33.94503191;MTO;CH00
1;5;PL;DG;615.2253584;MTO;CH00
1;34;GR;DG;221.789162;MTO;CH00
1;32;GR;DG;66.1113506;MTO;CH00
1;32;GR;DG;320.0166002;MTO;CH00
1;32;GR;DG;566.1690684;MTO;CH00
1;41;BG;DG;1232.925022;MTO;CH00
1;41;BG;DG;181.6070884;MTO;CH00
1;41;BG;nonDG;244.1256286;MTO;CH00
1;10;RO;DG;1409.430539;MTS;CH00
1;10;RO;DG;622.9423744;MTS;CH00
1;77;BE;DG;163.0454848;MTO;CH00
1;15;BG;DG;103.3380325;MTO;CH00
1;30;RO;DG;586.2409609;MTO;CH00
1;43;CZ;DG;183.8388414;MTO;CH00
1;43;CZ;DG;456.7343369;MTO;CH00
1;43;CZ;DG;273.5528066;MTO;CH00
1;20;SI;DG;219.8744392;MTO;CH00
1;93;SK;DG;153.5488061;MTO;CH00
1;98;PL;DG;38.59489205;MTO;CH00
1;26;CZ;DG;149.4590285;MTS;CH00
1;53;CZ;DG;182.9542846;MTO;CH00
1;43;IT;DG;19.172105;MTO;CH00
1;43;IT;DG;54.69923108;MTO;CH00
1;43;IT;DG;30.07261325;MTO;CH00
1;43;IT;DG;111.0968694;MTO;CH00
1;43;IT;DG;72.5134112;MTO;CH00
1;43;IT;DG;40.75855353;MTO;CH00
1;22;IT;DG;42.27680267;MTO;CH00
1;22;IT;DG;18.42999393;MTO;CH00
1;22;IT;DG;29.14268828;MTO;CH00
1;20;IT;DG;50.18651731;MTO;CH00
1;41;TR;nonDG;121.553417;MTO;CH00
1;41;BG;DG;207.9820822;MTO;CH00
1;41;BG;nonDG;195.1304858;MTO;CH00
1;22;IT;DG;145.6239985;MTO;CH00
1;22;IT;DG;139.2749365;MTO;CH00
1;DE;GB;DG;473.3306327;MTO;CH00
1;DE;GB;DG;1152.455131;MTO;CH00
1;DE;GB;DG;260.8195609;MTO;CH00
1;DE;GB;DG;204.3147861;MTO;CH00
1;DE;GB;DG;222.3554282;MTO;CH00
1;26;IT;DG;50.72331323;MTO;CH00
1;91;DE;DG;45.90911274;MTO;CH00
1;91;DE;DG;228.7879101;MTS;CH00
1;91;DE;DG;31.49855192;MTO;CH00
1;91;DE;DG;19.40286371;MTO;CH00
1;91;DE;DG;462.4351254;MTO;CH00
1;91;DE;DG;103.0777804;MTO;CH00
1;91;DE;DG;145.6855454;MTO;CH00
1;91;DE;DG;974.0225856;MTO;CH00
1;91;DE;DG;531.630969;MTO;CH00
1;2;FR;DG;135.4575638;MTO;CH00
1;2;FR;DG;118.3826968;MTO;CH00
1;67;DE;nonDG;4.433211677;MTO;CH00
1;22;IT;DG;23.89065818;MTO;CH00
1;22;IT;DG;73.10474886;MTO;CH00
1;22;IT;DG;42.03396131;MTO;CH00
1;22;IT;DG;34.3363271;MTO;CH00
1;98;MC;DG;35.43243291;MTO;CH00
1;98;MC;DG;11.31693171;MTO;CH00
1;98;MC;DG;20.84913177;MTO;CH00
1;98;MC;DG;18.21843449;MTO;CH00
1;98;MC;DG;146.3872678;MTS;CH00
1;95;PL;DG;280.2083762;MTO;CH00
1;12;CH;DG;41.78512927;MTO;CH00
1;12;CH;DG;10.572472;MTO;CH00
1;12;CH;DG;36.47837534;MTO;CH00
1;12;CH;DG;7.501787127;MTO;CH00
1;12;CH;DG;21.72995348;MTO;CH00
1;12;CH;DG;17.19083508;MTO;CH00
1;12;CH;DG;6.540050752;MTO;CH00
1;12;CH;DG;116.0753938;MTO;CH00
1;12;CH;DG;131.3868802;MTO;CH00
1;95;IT;DG;298.0421766;MTO;CH01
1;20;BE;nonDG;350.1755752;MTO;CH01
1;64;DE;DG;271.4180971;MTO;CH01
1;64;DE;DG;158.1191012;MTO;CH01
1;53;DE;nonDG;369.299;MTO;CH01
1;71;DE;DG;583.3717358;MTO;CH01
1;3;ES;nonDG;113.7478413;MTO;CH01
1;71;FR;DG;8.584998357;MTO;CH01
1;2;PL;nonDG;70.13206171;MTO;CH01
1;46;DE;nonDG;369.299;MTO;CH01
1;12;CH;nonDG;0.158944366;MTO;CH01
1;12;CH;nonDG;0.121484574;MTO;CH01
1;12;CH;nonDG;0.118564349;MTO;CH01
1;12;CH;DG;0.099501005;MTO;CH01
1;12;CH;DG;0.160490309;MTO;CH01
1;12;CH;DG;0.075560525;MTO;CH01
1;12;CH;DG;0.160484636;MTO;CH01
1;12;CH;nonDG;0.177872199;MTO;CH01
1;12;CH;nonDG;0.192969059;MTO;CH01
1;12;CH;nonDG;0.085353947;MTO;CH01
1;12;CH;nonDG;0.156292646;MTO;CH01
1;12;CH;DG;5.806296402;MTO;CH01
1;12;CH;DG;15.54626866;MTO;CH01
1;12;CH;nonDG;55.12229974;MTO;CH01
1;12;CH;DG;119.7637707;MTO;CH01
1;12;CH;DG;15.3302097;MTO;CH01
1;12;CH;DG;120.505556;MTO;CH01
1;48;IT;nonDG;1450.254661;MTO;CH01
1;80;IT;nonDG;155.7650693;MTO;CH01
1;26;PT;DG;399.9661871;MTO;CH01
1;Ireland;IE;nonDG;4031.026582;MTO;CH01
1;80;NL;nonDG;1591.534561;MTO;CH01
1;80;NL;nonDG;1818.782389;MTO;CH01
1;38;FR;nonDG;457.7388389;MTO;CH01
1;38;FR;nonDG;103.1814784;MTO;CH01
1;1;DE;DG;9.756252053;MTO;CH01
1;1;DE;DG;25.73779353;MTO;CH01
1;1;DE;DG;126.8721215;MTO;CH01
1;53;DE;DG;472.1799971;MTO;CH01
1;29;SE;DG;202.0867574;MTO;CH01
1;62;PT;DG;7.973202352;MTO;CH01
1;62;PT;DG;20.13621518;MTO;CH01
1;29;FR;nonDG;154.0086124;MTO;CH01
1;89;DE;nonDG;293.2180384;MTO;CH01
1;8;ES;nonDG;15.59820768;MTO;CH01
1;69;CH;nonDG;306.5411033;MTO;CH01
1;69;CH;nonDG;165.5842464;MTO;CH01
1;KY;GB;nonDG;6.488272465;MTO;CH01
1;KY;GB;DG;13.82007162;MTO;CH01
1;33;DE;nonDG;140.4254583;MTO;CH01
1;Ireland;IE;DG;681.457695;MTO;CH01
1;CH;GB;nonDG;33.22784593;MTO;CH01
1;CH;GB;DG;28.92241794;MTO;CH01
1;67;DK;nonDG;109.3311825;MTO;CH01
1;26;IT;nonDG;204.7719561;MTO;CH01
1;26;IT;nonDG;343.8429212;MTO;CH01
1;71;FR;DG;13.91421836;MTO;CH01
1;71;FR;DG;10.76104819;MTO;CH01
1;GL;GB;DG;540.8837421;MTO;CH01
1;85;FR;DG;285.7126337;MTO;CH01
1;80;PL;nonDG;133.41915;MTO;CH01
1;80;PL;nonDG;111.5995671;MTO;CH01
1;80;PL;nonDG;149.7545203;MTO;CH01
1;80;PL;DG;112.5715806;MTO;CH01
1;49;PL;DG;175.9582195;MTO;CH01
1;61;PL;DG;565.7144491;MTO;CH01
1;43;PL;nonDG;299.7807309;MTO;CH01
1;41;RO;nonDG;28.92216813;MTO;CH01
1;67;CZ;DG;127.3236658;MTO;CH01
1;46;DE;DG;583.4182727;MTO;CH01
1;77;FR;DG;15.77604828;MTO;CH01
1;77;FR;nonDG;240.4255923;MTO;CH01
1;38;PT;nonDG;132.969771;MTO;CH01
1;0;PickUp;DG;0.388363885;MTO;CH00
1;0;PickUp;DG;19.27680158;MTO;CH00
1;0;PickUp;nonDG;38.74237366;MTS;CH00
1;0;PickUp;nonDG;8.51619708;MTO;CH00
1;0;PickUp;DG;0.173861779;MTO;CH00
1;0;PickUp;DG;0.655981272;MTO;CH00
1;0;PickUp;nonDG;0.805612742;MTO;CH00
1;0;PickUp;nonDG;0.213812496;MTO;CH00
1;0;PickUp;nonDG;0.850094283;MTO;CH00
1;0;PickUp;DG;0.767264789;MTO;CH00
1;0;PickUp;nonDG;14.84346909;MTO;CH00
1;0;PickUp;DG;0.123546311;MTO;CH00
1;0;PickUp;DG;2.674931921;MTS;CH00
1;0;PickUp;DG;9.168571462;MTS;CH00
1;0;PickUp;nonDG;0.285091045;MTS;CH00
1;0;PickUp;DG;0.153380786;MTO;CH00
1;0;PickUp;nonDG;0.293455396;MTO;CH00
1;0;PickUp;DG;31.30865408;MTO;CH00
1;0;PickUp;nonDG;1.431398521;MTO;CH00
1;0;PickUp;DG;13.82525537;MTO;CH01
1;0;PickUp;nonDG;0.126375805;MTO;CH01
1;0;PickUp;DG;0.188259249;MTO;CH01
1;0;PickUp;DG;0.998611173;MTO;CH01
1;0;PickUp;DG;0.104076829;MTO;CH01
1;0;PickUp;nonDG;0.209507677;MTO;CH01
1;0;PickUp;nonDG;40.99749084;MTO;CH01
1;0;PickUp;DG;5.924620399;MTO;CH01
1;0;PickUp;DG;0.382588816;MTO;CH01
1;0;PickUp;nonDG;10.62260749;MTO;CH01
1;0;PickUp;DG;0.252563413;MTO;CH01
1;0;PickUp;nonDG;2.698800724;MTO;CH01
1;0;PickUp;DG;34.79961374;MTO;CH01
1;0;PickUp;nonDG;0.173603177;MTO;CH01
1;0;PickUp;nonDG;21.04423516;MTO;CH01
1;13;BE;DG;4.454854002;MTO;CH00
1;13;BE;DG;720.3941784;MTO;CH01
1;13;BE;DG;1.203206014;MTO;CH01
1;13;BE;DG;460.3252752;MTO;CH01
1;12;CH;DG;0.793823852;MTO;CH01
1;12;CH;DG;1.876913966;MTO;CH01
1;12;CH;DG;0.094136021;MTO;CH01
1;13;BE;nonDG;308.3359552;MTO;CH01
1;13;BE;nonDG;0.629911946;MTO;CH01
1;13;BE;nonDG;40.87161514;MTO;CH01
1;13;BE;nonDG;0.372078673;MTO;CH01
1;13;BE;DG;330.9321918;MTO;CH01
1;13;BE;DG;13.99755825;MTO;CH01
1;13;BE;nonDG;10.95088147;MTO;CH01
1;6;FR;DG;165.6438212;MTO;CH00
1;20;BE;nonDG;14.43429991;MTO;CH00
1;20;BE;DG;833.5048228;MTO;CH00
1;20;BE;DG;141.4992879;MTO;CH00
1;20;BE;DG;4.011984008;MTO;CH00
1;20;BE;DG;43.95140665;MTO;CH00
1;0;PickUp;nonDG;140.926481;MTO;CH00
1;20;BE;DG;3.038419117;MTO;CH00
1;20;BE;DG;219.0553889;MTO;CH01
1;20;BE;DG;268.363034;MTO;CH01
1;20;BE;nonDG;510.0247314;MTO;CH01
1;0;PickUp;nonDG;385.803722;MTS;CH02
1;0;PickUp;DG;1.870115284;MTS;CH02
1;12;CH;nonDG;1.303925085;MTO;CH00
1;0;PickUp;nonDG;0.271454863;MTO;CH01
1;0;PickUp;DG;26.61467432;MTO;CH01
1;74;FR;DG;847.3035233;MTO;CH00
1;0;PickUp;DG;32.5676569;MTO;CH01
1;YO;GB;DG;7.696654587;MTO;CH01
1;YO;GB;DG;15.11594583;MTO;CH01
1;YO;GB;DG;16.79914945;MTO;CH01
1;YO;GB;DG;94.55869172;MTO;CH01
1;YO;GB;DG;20.51288075;MTO;CH01
1;YO;GB;DG;26.31948118;MTO;CH01
1;YO;GB;DG;74.84831737;MTO;CH01
1;YO;GB;DG;10.02173507;MTO;CH01
1;YO;GB;DG;14.14429007;MTO;CH01
1;YO;GB;DG;3.542092218;MTO;CH01
1;YO;GB;DG;44.08197936;MTO;CH01
1;YO;GB;DG;324.2343783;MTO;CH01
1;YO;GB;DG;114.9477622;MTO;CH01
1;YO;GB;DG;24.60667787;MTO;CH01
1;YO;GB;DG;13.10314864;MTO;CH01
1;YO;GB;nonDG;41.72482447;MTO;CH01
1;YO;GB;DG;56.43730416;MTO;CH01
1;YO;GB;DG;2.386325248;MTO;CH01
1;YO;GB;nonDG;11.36695107;MTO;CH01
1;YO;GB;nonDG;6.272957679;MTO;CH01
1;YO;GB;DG;113.7053234;MTO;CH01
1;YO;GB;DG;87.18862095;MTO;CH01
1;YO;GB;DG;28.7552446;MTO;CH01
1;YO;GB;DG;77.82959257;MTO;CH01
1;YO;GB;nonDG;33.53746895;MTO;CH01
1;YO;GB;nonDG;9.926064635;MTO;CH01
1;YO;GB;DG;17.47209387;MTO;CH01
1;YO;GB;nonDG;50.29632874;MTO;CH01
1;YO;GB;nonDG;136.1312386;MTO;CH01
1;YO;GB;nonDG;74.97763452;MTO;CH01
1;YO;GB;nonDG;131.062507;MTO;CH01
1;YO;GB;nonDG;638.0320859;MTO;CH01
1;YO;GB;nonDG;14.50924938;MTO;CH01
1;YO;GB;DG;559.2039711;MTO;CH01
1;YO;GB;nonDG;7.150627744;MTO;CH01
1;M2;GB;DG;6.347172441;MTO;CH00
1;SO;GB;nonDG;35.34115696;MTO;CH00
1;4;DE;nonDG;188.4138457;MTO;CH00
1;4;DE;nonDG;38.16052452;MTO;CH00
